title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Pup Academy",tv,"Family, Fantasy",2019,tt10302548,6.5,728,
"Brave New World",tv,"Drama, Sci-Fi, Thriller",2020,tt9814116,7,18241,
Breeders,tv,"Comedy, Drama",2020,tt8129450,7.6,9183,
Monarch,tv,Drama,2019,tt8655736,7.8,3853,
"Archibald's Next Big Thing",tv,"Adventure, Animation, Comedy",2019,tt9165404,7.5,359,
"Raising Dion",tv,"Drama, Sci-Fi",2019,tt7826108,7.1,17209,
"Squid Game",tv,"Action, Drama, Mystery",2021,tt10919420,8,661833,
"The Serpent",tv,"Crime, Drama, Thriller",2021,tt7985576,7.6,52576,
"Jupiter's Legacy",tv,"Action, Adventure, Drama",2021,tt5774002,6.7,41907,
"My Country: The New Age",tv,"Action, Drama, History",2019,tt10850888,8.1,2926,
Sacrificiul,tv,Drama,2019,tt10934650,5.5,270,
"The Mind, Explained",tv,Documentary,2019,tt10810430,7.9,6256,
"The Barrier",tv,"Drama, Sci-Fi",2020,tt9460858,6.8,4387,
"The Tale of Nokdu",tv,"Action, Comedy, History",2019,tt10808968,7.7,2298,
,tv,"Crime, Drama, Action & Adventure",2019,,,,
"My Dear Warrior",tv,"Fantasy, Romance",2019,tt11281912,4.8,39,"AE, AL, AO, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DE, DO, DZ, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, HK, ID, IN, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LT, LU, LV, LY, MG, ML, MX, MY, MZ, NI, NZ, OM, PA, PF, PH, PK, PS, PT, PY, QA, RS, SI, SM, SN, SV, TC, TH, TN, TT, TZ, US, UY, VE, YE, ZA"
"Lucas the Spider",tv,"Animation, Family, Short",2017,tt9054228,7.9,303,
Pet,tv,"Action, Animation, Crime",2020,tt10496580,6.2,330,
"Extraordinary You",tv,"Comedy, Fantasy, Romance",2019,tt10826102,7.8,6472,
"Mèng l de yqin dào qiáng",tv,"Drama, Mystery",2017,tt7062944,4.8,20,
"Living Undocumented",tv,Documentary,2019,tt10977486,7.2,653,
"Age of Samurai: Battle for Japan",tv,"Action, Adventure, Documentary",2021,tt10551256,7.4,5530,
"The Defeated",tv,"Drama, History, Thriller",2020,tt8879894,7.1,8579,
Barbarians,tv,"Action, Adventure, Drama",2020,tt9184986,7.2,31858,
"Tribes of Europa",tv,"Action, Adventure, Drama",2021,tt9184982,6.7,14480,
"Into the Night",tv,"Drama, Sci-Fi, Thriller",2020,tt10919486,7,37675,
"October Faction",tv,"Adventure, Drama, Fantasy",2020,tt8826128,6.2,12969,
"Heirs of the Night",tv,"Fantasy, Horror",2019,tt8347410,6.8,1182,
"The King: Eternal Monarch",tv,"Fantasy, Mystery, Romance",2020,tt11228748,8.1,18110,
"Criminal: Spain",tv,"Crime, Drama, Mystery",2019,tt10986050,6.9,4951,
"Criminal: Germany",tv,"Crime, Drama, Mystery",2019,tt10986056,7.6,6147,
"Criminal: France",tv,"Crime, Drama, Mystery",2019,tt10986052,7.2,4863,
Levius,tv,"Action, Animation, Sci-Fi",2019,tt10619444,6.9,715,
"Seis Manos",tv,"Action, Adventure, Animation",2019,tt10106108,7.1,2089,
"Team Kaylie",tv,Comedy,2019,tt9717424,4.7,491,
"Oktoberfest: Beer & Blood",tv,"Drama, History, Thriller",2020,tt10244612,6.8,2870,
Ripley,tv,"Crime, Drama, Thriller",2024,tt11016042,8.1,60838,
"Dragons: Rescue Riders",tv,"Action, Adventure, Animation",2019,tt10687134,6,455,
"Beautiful Love, Wonderful Life",tv,"Comedy, Drama, Romance",2019,tt11133556,6.9,119,
"Lego City Adventures",tv,"Action, Adventure, Animation",2019,tt10332322,6.7,334,
Mangalita,tv,Comedy,2019,tt11107756,7.7,95,
"The Good Bandit",tv,"Comedy, Crime, Drama",2019,tt9328616,6.7,135,
"El Dragón: Return of a Warrior",tv,"Action, Adventure, Drama",2019,tt9281190,6.8,2329,
"You Cannot Hide",tv,"Action, Adventure, Crime",2019,tt10367990,6.5,1464,
"God Troubles Me",tv,"Animation, Comedy, Fantasy",2019,tt15393416,7,153,
Obliterated,tv,"Action, Comedy, Drama",2023,tt11097240,6.8,22596,
"Human Resources",tv,"Animation, Comedy, Romance",2022,tt11092142,7.1,11400,
,tv,Drama,2019,,,,PH
"Nowhere Man",tv,"Action, Crime, Drama",2019,tt10895588,5.7,463,
Dorohedoro,tv,"Action, Animation, Comedy",2020,tt11147852,8,13313,
Zmijowisko,tv,"Crime, Drama",2019,tt10281058,6,417,
"Japan Sinks: 2020",tv,"Adventure, Animation, Drama",2020,tt12031040,6.4,3654,
"The Lies Within",tv,"Drama, Mystery, Thriller",2019,tt10919902,7.1,663,
"Legend Quest: Masters of Myth",tv,"Action, Animation, Comedy",2019,tt10228032,7.1,191,
"Love Me",tv,"Comedy, Drama, Romance",2019,tt9325320,7.8,4048,
Kargo,tv,"Action, Crime, Drama",2019,tt11045502,6.2,13,
Sukces,tv,Drama,1996,tt0291669,5.2,8,
"Prank Encounters",tv,"Comedy, Horror, Reality-TV",2019,tt10487072,5.3,3198,
"Sergio & Axel: van de kaart",tv,Reality-TV,2019,tt21248274,7.3,34,
"The Twelve",tv,"Drama, Thriller",2019,tt7605396,7.4,6949,
"Merry Happy Whatever",tv,Comedy,2019,tt9770286,6.3,5678,
"Andes Mágicos",tv,Documentary,2019,tt11229002,7.7,671,
Arcane,tv,"Action, Adventure, Animation",2021,tt11126994,9,393747,
"Breakfast, Lunch & Dinner",tv,Documentary,2019,tt10681670,6.7,1187,
,tv,Comedy,2012,,,,
"The Unlisted",tv,"Crime, Family, Sci-Fi",2019,tt9184592,6.6,1572,
VIP,tv,"Drama, Mystery, Romance",2019,tt11018750,7.4,574,
"Unnatural Selection",tv,Documentary,2019,tt11063952,7.8,2267,
Giri/Haji,tv,"Crime, Drama, Mystery",2019,tt8001106,7.8,17929,
"We Are the Wave",tv,Drama,2019,tt11053220,6.3,3247,
"Mighty Little Bheem: Diwali",tv,Animation,2019,tt10987498,7.1,48,
"Mushoku Tensei: Jobless Reincarnation",tv,"Action, Adventure, Animation",2021,tt13293588,8.2,28916,
"Bangkok Love Stories: Objects of Affection",tv,Drama,2019,tt10438662,6.2,37,"CI, GQ, KE, MU, NG"
Irmandade,tv,"Crime, Drama, Thriller",2019,tt8905964,7.5,1910,
,tv,Documentary,2004,,,,
"Interior Design Masters",tv,Game-Show,2019,tt8367694,6.5,1782,
"Cagaster of an Insect Cage",tv,"Action, Animation, Drama",2020,tt9288892,6,842,
"Crash Landing on You",tv,"Adventure, Comedy, Drama",2019,tt10850932,8.7,50763,
Mortel,tv,"Drama, Fantasy, Horror",2019,tt8403570,6.5,1857,
"The Devil Next Door",tv,"Crime, Documentary, History",2019,tt11165002,7.5,15692,
Scams,tv,"Action, Crime, Drama",2019,tt10448486,6.4,471,
"Nailed It! Spain",tv,Reality-TV,2019,tt10981666,5.6,103,
"My Next Life as a Villainess: All Routes Lead to Doom!",tv,"Animation, Comedy, Drama",2020,tt11821792,7.2,1728,
"Nailed It! France",tv,Reality-TV,2019,tt10990804,6.4,134,
Trese,tv,"Action, Adventure, Animation",2021,tt9310336,7,5264,
Spriggan,tv,"Action, Adventure, Animation",2022,tt10011306,6.8,1792,
"The Stranded",tv,"Adventure, Drama, Mystery",2019,tt9310400,6.2,1546,
"The Oath of Love",tv,"Drama, Family, Music",2022,tt11279454,7.7,1488,
Chocolate,tv,"Drama, Romance",2019,tt11214028,7.5,1812,
"Hello Ninja",tv,"Action, Adventure, Animation",2019,tt10687170,5.7,169,
"Queer Eye: We're in Japan!",tv,Reality-TV,2019,tt10971532,8.2,2839,
Hyena,tv,"Drama, Romance",2020,tt11534164,7.6,1319,
,tv,"Animation, Action & Adventure, Kids, Sci-Fi & Fantasy",2016,,,,
"Nobody's Looking",tv,"Comedy, Drama, Fantasy",2019,tt11131980,7.7,2618,
"No Time for Shame",tv,Reality-TV,2019,tt11215130,5.6,100,"AD, AR, AU, AZ, BA, BB, BG, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CO, CR, CU, DO, EC, EE, ES, FR, GB, GF, GI, GT, HN, IN, IS, IT, JM, LC, LI, LT, LU, LV, MC, MK, MT, MU, MX, NE, NI, NZ, PA, PE, PF, PK, PY, RS, SI, SK, SM, SN, SV, TT, TZ, US, UY, VE"
"To the Lake",tv,"Drama, Sci-Fi, Thriller",2019,tt9151230,7.2,16151,
"Wanna Taste?",tv,"Drama, Romance",2019,tt11228518,6.8,11,
"Diary of a Prosecutor",tv,Drama,2019,tt11239316,7.9,573,
"Dare Me",tv,"Crime, Mystery, Thriller",2019,tt2983222,6.7,6750,
"Toilet-bound Hanako-kun",tv,"Animation, Comedy, Fantasy",2020,tt10777610,7.5,3055,
"I'm with the Band: Nasty Cherry",tv,"Documentary, Music",2019,tt6233916,6.4,181,
"Maradona in Mexico",tv,"Comedy, Documentary, Drama",2019,tt11168104,7.2,1256,
Broken,tv,Documentary,2019,tt11168226,6.9,1369,
"Holiday Secrets",tv,Drama,2019,tt11243536,6.5,1350,
"The Club",tv,"Comedy, Drama",2019,tt10833132,6.2,1032,
"Cold Call",tv,Drama,2019,tt9134228,6.4,1219,
"Stove League",tv,"Drama, Sport",2019,tt11378124,8.2,1854,
"Falling Into Your Smile",tv,"Comedy, Drama, Romance",2021,tt11290960,8.1,4669,
"Carinha de Anjo",tv,"Comedy, Drama, Family",2016,tt6267820,5.6,160,
"Dino Girl Gauko",tv,"Animation, Comedy, Family",2019,tt10380814,6.8,120,
"Fast & Furious Spy Racers",tv,"Action, Adventure, Animation",2019,tt8322592,5.9,1885,
"Kipo and the Age of Wonderbeasts",tv,"Action, Adventure, Animation",2020,tt10482560,8.3,8022,
"Merlí. Sapere Aude",tv,"Comedy, Drama",2019,tt9415632,7.7,4019,
"Kevin Hart: Don't F**k This Up",tv,"Biography, Documentary",2019,tt11313054,6.5,2206,
"Home for Christmas",tv,"Comedy, Drama, Romance",2019,tt10069398,7.7,17673,
"Who Killed Little Gregory?",tv,"Crime, Documentary, Mystery",2019,tt11269714,7.4,3419,
Capitani,tv,"Crime, Drama, Mystery",2019,tt10483610,6.6,6690,
"Candy Online",tv,Drama,2019,tt11330500,5.7,32,
"Il collegio",tv,"Documentary, Reality-TV",2017,tt6665406,6,95,
"Narcoworld: Dope Stories",tv,"Crime, Documentary",2019,tt11215112,6.5,408,
"Inventing Anna",tv,Drama,2022,tt8740976,6.9,86442,
"Medical Police",tv,Comedy,2020,tt9850952,6.1,4864,
"Singapore Social",tv,Reality-TV,2019,tt11194508,4.5,1452,
"La Grande Maison Tokyo",tv,"Drama, Family",2019,tt10845290,7.8,1310,
"Love on the Spectrum Australia",tv,"Documentary, Reality-TV, Romance",2019,tt11904786,8.6,8248,
"Nate Is Late",tv,"Adventure, Animation, Comedy",2018,tt8610392,6.7,124,
"Tunnel (Thai)",tv,Crime,2019,tt15942472,7.6,66,
Voice,tv,Thriller,2019,tt12805786,7.6,70,
"Lugar de Mulher",tv,Comedy,2019,tt11215186,4.8,52,
"Sugar Rush Christmas",tv,Reality-TV,2019,tt11168116,6.9,753,
,tv,"Family, Drama, Comedy",2019,,,,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PH, PK, PS, PT, PY, QA, RS, SA, SC, SG, SI, SK, SM, SN, SV, TH, TN, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Bangkok Buddies",tv,"Comedy, Drama",2019,tt11513508,6.5,28,"AE, AL, AT, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, DE, DO, DZ, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, HK, ID, IN, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LI, LT, LU, LV, LY, ME, MG, MK, ML, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PF, PH, PK, PS, PT, PY, QA, RS, SC, SI, SM, SN, SV, TC, TH, TN, TT, TZ, US, UY, VE, YE, ZA"
"The Confession Killer",tv,"Crime, Documentary",2019,tt11307176,7.4,10775,
"As Aventuras de Poliana",tv,"Adventure, Family, Romance",2018,tt8430062,6.8,156,
"Triad Princess",tv,"Action, Adventure, Comedy",2019,tt9314996,6.6,1026,
"Hospital Playlist",tv,"Comedy, Drama, Romance",2020,tt11769304,8.7,9226,
,tv,"Animation, Kids",2018,,,,
,tv,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure",2014,,,,
"Love and Redemption",tv,"Action, Drama, Fantasy",2020,tt11384656,8.1,1302,
"Don't F**k with Cats: Hunting an Internet Killer",tv,"Crime, Documentary, Mystery",2019,tt11318602,8,66022,
"The Prince of Tennis - Match! Tennis Juniors",tv,"Drama, Sport",2019,tt10097916,7.3,389,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"My Holo Love",tv,"Drama, Romance, Sci-Fi",2020,tt11058644,7.6,4141,
"Was It Love",tv,"Comedy, Drama, Romance",2020,tt12525622,7,1253,
"Itaewon Class",tv,"Drama, Romance",2020,tt11239552,8.1,22696,
"The World of the Married",tv,"Drama, Romance",2020,tt12042964,7.9,4042,
"Three Days of Christmas",tv,Drama,2019,tt9731254,6.7,1576,
"Astronomy Club",tv,Comedy,2019,tt10675488,7,673,
"Around the World in 80 Days",tv,"Adventure, Comedy, History",2021,tt9174578,7.2,12877,
"Luna Nera",tv,"Drama, Fantasy, Thriller",2020,tt8403622,5.9,3657,
"The Gift",tv,"Drama, Fantasy, Mystery",2019,tt10075318,7,25121,
"Little J & Big Cuz",tv,"Animation, Family",2017,tt6903214,8.2,45,
"Bofuri: I Don't Want to Get Hurt, So I'll Max Out My Defense",tv,"Action, Adventure, Animation",2020,tt11428630,7.4,2796,
"The Neighbor",tv,"Action, Comedy",2019,tt9731222,6.5,2541,
"It's Okay to Not Be Okay",tv,"Comedy, Drama, Romance",2020,tt12451520,8.6,40812,
"Los Briceño, una familia todo terreno",tv,Drama,2019,tt10348478,7.3,195,
"Pandemic: How to Prevent an Outbreak",tv,Documentary,2020,tt11497904,6.4,2887,
,tv,"Comedy, Drama",2019,,,,"AE, AL, AT, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, DE, DO, DZ, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, HK, ID, IN, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LI, LT, LU, LV, LY, MC, ME, MG, MK, ML, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PF, PH, PK, PS, PT, PY, QA, RS, SC, SI, SM, SN, SV, TH, TN, TT, TZ, US, UY, VE, YE, ZA"
"Move to Heaven",tv,Drama,2021,tt11052470,8.5,11158,
"Resident Alien",tv,"Comedy, Drama, Mystery",2021,tt8690918,8.1,74652,
"The Stranger",tv,"Crime, Drama, Mystery",2020,tt9698480,7.2,66142,
"Zona Rosa",tv,Comedy,2019,tt11194518,5.7,71,
"Sweet Home",tv,"Drama, Fantasy, Horror",2020,tt11612120,7.2,38119,
"The Adventures of Paddington",tv,"Adventure, Animation, Comedy",2019,tt7772600,8.2,769,
"Masters of the Universe: Revelation",tv,"Action, Adventure, Animation",2021,tt10826054,5.6,29026,
"He-Man and the Masters of the Universe",tv,"Action, Adventure, Animation",2021,tt11465278,5.9,2342,
"Queen Sono",tv,"Action, Crime, Drama",2020,tt9426290,6.2,1412,
Lupin,tv,"Action, Crime, Drama",2021,tt2531336,7.5,148910,
"The Midnight Gospel",tv,"Adventure, Animation, Comedy",2020,tt11639414,8.2,27730,
Polityka,tv,Drama,2019,tt11371978,4.1,148,
"Ming Dynasty",tv,"Action, Biography, Drama",2019,tt9638680,7.4,189,
"The Silent Sea",tv,"Adventure, Drama, Mystery",2021,tt11570202,6.9,27206,
"Sex, Explained",tv,Documentary,2020,tt11390530,6.9,3636,
Gormiti,tv,Animation,2018,tt9077350,5.3,206,
"Jamtara: Sabka Number Ayega",tv,Crime,2020,tt11150912,7.3,10220,
"Dragon Quest: The Adventure of Dai",tv,"Action, Adventure, Animation",2020,tt11858104,7.9,1414,
"Witch Hunt",tv,"Crime, Drama, Thriller",2020,tt10846312,7.4,1914,
"When the Weather is Fine",tv,"Drama, Romance",2020,tt11535086,7.7,2857,
"The Trial",tv,"Crime, Thriller",2019,tt10549212,7.2,4282,
"Yanxi Palace: Princess Adventures",tv,Drama,2019,tt11399844,5.8,407,
"The Disastrous Life of Saiki K.: Reawakened",tv,"Animation, Comedy",2019,tt11163352,7.8,2658,
"Killer Inside: The Mind of Aaron Hernandez",tv,"Crime, Documentary, Sport",2020,tt11475228,7.3,19972,
"The Circle",tv,"Game-Show, Reality-TV",2020,tt9581768,7.2,8933,
"Nisman. The Prosecutor, the President and the Spy",tv,"Crime, Documentary, History",2019,tt10291112,7.5,669,
"Behind Her Eyes",tv,"Drama, Mystery, Thriller",2021,tt9698442,7.2,85153,
"Kupa Rashit",tv,Comedy,2018,tt8796226,8.7,948,
"Selena: The Series",tv,"Biography, Drama, Music",2020,tt9421868,7,5155,
,tv,Reality,2020,,,,
"Hi Bye, Mama!",tv,"Comedy, Drama, Fantasy",2020,tt11804034,7.9,2530,
"Nobody Knows",tv,"Crime, Drama, Mystery",2020,tt11910134,7.8,526,
,tv,"Crime, Drama",2014,,,,
"Go! Go! Cory Carson",tv,"Adventure, Animation, Comedy",2020,tt8115702,7.8,397,
Alice,tv,"Drama, Fantasy, Mystery",2020,tt12873628,7.1,1497,
Archiwista,tv,"Crime, Drama",2020,tt11368962,5.3,124,
"Under the Power",tv,"Action, Comedy, Drama",2019,tt11482096,7.5,432,
"Twilight of the Gods",tv,"Action, Adventure, Animation",2024,tt10625492,7.3,9107,
"The Goop Lab",tv,"Documentary, Reality-TV",2020,tt11561206,2.7,3514,
"Midnight Mass",tv,"Drama, Fantasy, Horror",2021,tt10574558,7.7,157471,
Cheer,tv,"Documentary, Sport",2020,tt11426660,8,7070,
"The Healing Powers of Dude",tv,"Action, Adventure, Comedy",2020,tt10540562,6.6,1240,
"To Your Eternity",tv,"Adventure, Animation, Drama",2021,tt12063450,8.3,11063,
"Self Made: Inspired by the Life of Madam C.J. Walker",tv,"Biography, Drama, History",2020,tt8771910,7.3,14441,
"My Perfect Landing",tv,Family,2020,tt10268080,7.3,487,
"Until Dawn",tv,"Comedy, Reality-TV",2020,tt11434862,2.6,172,
"Stolen Away",tv,"Crime, Drama, Mystery",2020,tt10064124,7.1,2934,
"The Misfit of Demon King Academy",tv,"Adventure, Animation, Comedy",2020,tt12432936,7.1,6159,
"Sheng Huo Ru Fei",tv,Documentary,2019,tt11569940,7,25,
,tv,"Kids, Family",2009,,,,
"Inside Job",tv,"Adventure, Animation, Comedy",2021,tt10231312,7.7,34538,
Rugal,tv,"Action, Crime, Sci-Fi",2020,tt11769798,6.2,1474,
"Ricky Zoom",tv,"Animation, Family",2019,tt10932166,5.7,129,
"Night on Earth",tv,Documentary,2020,tt11497922,8.1,5121,
"Below Deck Sailing Yacht",tv,Reality-TV,2020,tt10087444,7.4,1955,
"Sleepy Princess in the Demon Castle",tv,"Animation, Comedy, Fantasy",2020,tt12402550,7.5,866,
"An Incurable Case of Love",tv,"Comedy, Romance",2020,tt11290750,7.4,2052,
"The Accidental Narco",tv,"Action, Biography, Crime",2022,tt14518692,7.3,5595,
"Nailed It! Germany",tv,Reality-TV,2020,tt11460744,5.7,115,
"Digimon Adventure: 2020",tv,"Action, Adventure, Animation",2020,tt11645760,6.8,874,
"The Daily Life of the Immortal King",tv,"Action, Adventure, Animation",2020,tt11755260,7.1,3323,
"The Irregulars",tv,"Crime, Drama, Fantasy",2021,tt10893694,6.1,17911,
MonteCristo,tv,Drama,2006,tt0830375,5.2,21,
Gentefied,tv,Comedy,2020,tt10037034,7.4,3170,
,tv,"Documentary, Kids",2018,,,,
Escalona,tv,"Adventure, Drama, Musical",1992,tt0238780,7.8,123,
"The Ghost Bride",tv,"Drama, Fantasy",2020,tt9690302,6.4,981,
"Glitch Techs",tv,"Action, Adventure, Animation",2020,tt7697062,7.6,2026,
Omniscient,tv,"Drama, Sci-Fi, Thriller",2020,tt11542920,6.5,2675,
Millennials,tv,"Comedy, Drama, Romance",2018,tt10120734,4.3,195,
,tv,"Animation, Kids",2013,,,,
"The Pharmacist",tv,"Crime, Documentary",2020,tt11600174,7.7,9026,
"Wasteful Days of High School Girls",tv,Comedy,2020,tt11356032,6.7,33,
"Who Killed Malcolm X?",tv,"Biography, Crime, Documentary",2019,tt10948316,7.5,2470,
Followers,tv,"Drama, Romance",2020,tt10049610,6.4,707,
"Descendants of the Sun",tv,"Action, Adventure, Crime",2020,tt11747882,6.1,79,
"Next in Fashion",tv,Reality-TV,2020,tt10394770,7.3,5373,
"Backstreet Rookie",tv,"Action, Comedy, Romance",2020,tt12516712,7.5,5884,
"Highland: Thailand's Marijuana Awakening",tv,Documentary,2017,tt7201224,6.1,29,
"Find Yourself",tv,"Drama, Romance",2020,tt11569628,7.5,491,
"What the Love! with Karan Johar",tv,"Documentary, Reality-TV, Romance",2020,tt10406826,3.7,303,
"Ikebukuro West Gate Park",tv,"Animation, Drama, Mystery",2020,tt12642634,6.4,283,
"In the Next Life I Will Be Serious",tv,"Comedy, Romance",2020,tt11348386,6.9,186,
"Pieces of Her",tv,"Crime, Drama, Mystery",2022,tt9170236,6.3,34444,
"Record of Youth",tv,"Drama, Romance",2020,tt12850322,7.2,4017,
Start-Up,tv,"Comedy, Drama, Romance",2020,tt12867810,8,16997,
Babies,tv,Documentary,2020,tt11744632,6.9,919,
"Get Even",tv,"Crime, Drama, Mystery",2020,tt9724628,6.4,3742,
"Love Is Blind",tv,"Reality-TV, Romance",2020,tt11704040,6.2,12614,
"The Letter for the King",tv,"Action, Adventure, Family",2020,tt8741648,6,8701,
"Taj Mahal 1989",tv,"Comedy, Drama, Romance",2020,tt11725706,7.4,1754,
"The Good Detective",tv,"Action, Drama, Mystery",2020,tt12504214,7.6,1664,
"The Penthouse: War in Life",tv,"Crime, Drama, Mystery",2020,tt13067118,7.9,5165,
"Once Again",tv,"Comedy, Drama, Romance",2020,tt12182904,8.2,676,
"Mystic Pop-up Bar",tv,"Comedy, Fantasy, Mystery",2020,tt12246190,7.9,3405,
"Sweet Munchies",tv,"Comedy, Drama, Romance",2020,tt12401208,6.3,143,
"Flower of Evil",tv,"Crime, Mystery, Romance",2020,tt11691684,8.5,16766,
"Good Casting",tv,"Action, Comedy, Crime",2020,tt10584436,7,186,
Freud,tv,"Crime, Thriller",2020,tt8667956,6.5,13695,
"Ashley Garcia: Genius in Love",tv,Comedy,2020,tt10380934,6.7,1760,
Transplant,tv,Drama,2020,tt10936342,7.9,6148,
,tv,Documentary,2020,,,,
Spectros,tv,"Fantasy, Thriller",2020,tt10145110,4.7,496,
Unorthodox,tv,Drama,2020,tt9815454,8,96369,
"Danger Force",tv,"Action, Comedy, Family",2020,tt11833388,4,2448,
"Feel Good",tv,"Comedy, Drama, Romance",2020,tt10098620,7.5,14482,
Halston,tv,"Biography, Drama",2021,tt9569546,7.5,17689,
"So I'm a Spider, So What?",tv,"Adventure, Animation, Comedy",2021,tt12598008,7.2,2494,
"The Circle: Brazil",tv,Reality-TV,2020,tt9581782,6.8,884,
"The Trials of Gabriel Fernandez",tv,"Crime, Documentary",2020,tt11822998,8.1,14645,
"Puerta 7",tv,"Crime, Drama, Thriller",2020,tt9170386,5.6,654,
"Kevin Can F**k Himself",tv,"Comedy, Drama",2021,tt9257258,7.2,15104,
"18 Again",tv,"Comedy, Drama, Fantasy",2020,tt12846096,8.2,4069,
"Graceful Friends",tv,"Crime, Drama, Mystery",2020,tt12531492,7,214,
"The Chair",tv,"Comedy, Drama",2021,tt11834150,7.2,19423,
"Rich Holiday, Poor Holiday",tv,Reality-TV,2020,tt11396164,6.1,72,
"Dragon's Dogma",tv,"Action, Adventure, Animation",2020,tt10011298,6.2,4426,
"Vampire in the Garden",tv,"Action, Adventure, Animation",2022,tt10011314,6.7,2004,
"La Révolution",tv,"Adventure, Drama, Fantasy",2020,tt13044528,6.6,6718,
"Six Windows in the Desert",tv,"Adventure, Comedy, Drama",2020,tt11874042,4.5,3431,
"Restaurants on the Edge",tv,Reality-TV,2019,tt8784324,6.8,1100,
Vampires,tv,"Drama, Fantasy, Horror",2020,tt11829316,5.8,1560,
"Unabomber: In His Own Words",tv,"Biography, Crime, Documentary",2020,tt11833494,7.2,4543,
"All of Us Are Dead",tv,"Action, Drama, Fantasy",2022,tt14169960,7.6,78485,
"Kemono Jihen",tv,"Action, Animation, Fantasy",2021,tt13186542,7.2,2103,
Bloodride,tv,"Drama, Horror, Mystery",2020,tt9815502,6.4,4640,
"The English Game",tv,"Drama, History, Sport",2020,tt8403664,7.6,17983,
"Love Naggers",tv,Talk-Show,2018,tt14493840,4.7,10,
Biohackers,tv,"Drama, Sci-Fi, Thriller",2020,tt9849210,6.8,11958,
"The Trouble with Maggie Cole",tv,"Comedy, Drama",2020,tt9889960,6.6,1381,
Sexify,tv,"Comedy, Drama",2021,tt14315542,6.5,7019,
Summertime,tv,"Drama, Romance",2020,tt11269886,6.1,3262,
Mulligan,tv,"Animation, Comedy, Sci-Fi",2023,tt11948642,4.9,1632,
Girls5eva,tv,"Comedy, Music",2021,tt11650492,7.3,7908,
"The Innocence Files",tv,"Crime, Documentary",2020,tt11958922,7.9,3293,
"How to Fix a Drug Scandal",tv,"Crime, Documentary",2020,tt11958942,7,3920,
"The Baby-Sitters Club",tv,"Adventure, Comedy, Drama",2020,tt8690518,7.5,5340,
"100 Humans: Life's Questions. Answered.",tv,Reality-TV,2020,tt11823088,5.8,4732,
"The World Where Only I'm 17 Years Old",tv,Romance,2020,tt13557168,7.4,47,
86,tv,"Action, Animation, Drama",2021,tt13718450,8.2,10784,
,tv,"Kids, Family",2014,,,,
Stalk,tv,"Drama, Thriller",2019,tt10133370,6.7,982,
"Shaun the Sheep: Adventures from Mossy Bottom",tv,"Animation, Comedy, Family",2020,tt11983342,7.9,969,
,tv,"Animation, Action & Adventure, Kids, Sci-Fi & Fantasy",2020,,,,
Çember,tv,"Action, Adventure, Crime",2017,tt7130992,7.2,1002,TR
"Tiger King",tv,"Biography, Crime, Documentary",2020,tt11823076,7.5,89320,
She,tv,"Crime, Drama",2020,tt11905720,6.4,6696,
