title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Jackass 3D",movie,"Action, Comedy, Documentary",2010,tt1116184,7,69836,
"Killer Klowns from Outer Space",movie,"Comedy, Horror, Sci-Fi",1988,tt0095444,6.2,49495,
"The Wicker Man",movie,"Horror, Mystery, Thriller",1973,tt0070917,7.5,99648,
"Coming Soon",movie,"Horror, Thriller",2008,tt1307057,6,3317,
"The Texas Chainsaw Massacre 2",movie,"Comedy, Horror",1986,tt0092076,5.6,40839,
"Rugrats in Paris",movie,"Adventure, Animation, Comedy",2000,tt0213203,6.2,14113,
"The Children",movie,"Horror, Mystery, Thriller",2008,tt1172571,5.9,19407,
Eulogy,movie,"Comedy, Drama",2004,tt0349416,6.4,9497,
"Kinky Boots",movie,"Comedy, Drama, Music",2005,tt0434124,7.1,22171,
"The Mod Squad",movie,"Action, Crime, Thriller",1999,tt0120757,4.3,9757,
Maharathi,movie,"Crime, Drama, Mystery",2008,tt1334254,7.1,1237,
Pride,movie,"Drama, Sport",2007,tt0475355,6.3,7063,
"Daleks' Invasion Earth 2150 A.D.",movie,"Adventure, Drama, Sci-Fi",1966,tt0060278,5.9,4763,
"Black Narcissus",movie,Drama,1947,tt0039192,7.7,29623,
Redline,movie,Action,2007,tt0780595,4,9213,
"Last Chance Harvey",movie,"Drama, Romance",2008,tt1046947,6.6,22900,
"North Face",movie,"Adventure, Biography, Drama",2008,tt0844457,7.4,16753,
"Hero Wanted",movie,"Action, Crime, Thriller",2008,tt0977214,5.5,7496,
"I Love You, Man",movie,"Comedy, Romance",2009,tt1155056,7,221672,
"Daddy's Little Girls",movie,"Drama, Romance",2007,tt0778661,5.9,8582,
Duplicity,movie,"Comedy, Crime, Romance",2009,tt1135487,6.1,53043,
"The Proposition",movie,"Crime, Drama, Western",2005,tt0421238,7.3,56457,
"Days of Heaven",movie,"Drama, Romance",1978,tt0077405,7.7,65780,
"Happily N'ever After 2: Snow White: Another Bite at the Apple",movie,"Adventure, Animation, Comedy",2009,tt1235837,3.6,2158,
"Hellboy Animated: Sword of Storms",movie,"Action, Adventure, Animation",2006,tt0810895,6.4,5214,
"Inglourious Basterds",movie,"Adventure, Drama, War",2009,tt0361748,8.4,1680278,
"Battle for Terra",movie,"Action, Adventure, Animation",2007,tt0858486,6.5,12391,
"The Wog Boy",movie,Comedy,2000,tt0216417,5.8,2372,
"The Ladies Man",movie,Comedy,2000,tt0213790,5.2,14135,
"Journey to the Center of the Earth",movie,"Action, Adventure, Family",2008,tt1156454,4.1,1999,
"Into the Blue 2: The Reef",movie,"Action, Adventure, Thriller",2009,tt0865907,4.7,5739,
"Black Christmas",movie,"Horror, Mystery, Thriller",1974,tt0071222,7.1,52747,
Intermission,movie,"Comedy, Crime, Drama",2003,tt0332658,6.8,16974,
"State of Play",movie,"Crime, Drama, Mystery",2009,tt0473705,7.1,163886,
"I'm Gonna Git You Sucka",movie,"Action, Comedy, Crime",1988,tt0095348,6.6,15758,
"The Crocodile Hunter: Collision Course",movie,"Action, Adventure, Comedy",2002,tt0305396,5.4,8370,
"Aa Dekhen Zara",movie,"Action, Mystery, Sci-Fi",2009,tt1372681,5.2,979,
"After Sex",movie,"Comedy, Drama, Romance",2007,tt0465375,5.4,8810,
Shutter,movie,"Horror, Mystery, Thriller",2004,tt0440803,7,51431,
"The Ballad of Jack and Rose",movie,Drama,2005,tt0357110,6.5,12404,
"The Woman in the Window",movie,"Crime, Drama, Film-Noir",1944,tt0037469,7.6,18702,
"Ace of Hearts",movie,"Adventure, Drama, Family",2008,tt1032746,5.8,801,
"Eddie Murphy: Raw",movie,"Comedy, Documentary",1987,tt0092948,7.6,21261,
"Two Weeks",movie,"Comedy, Drama",2006,tt0448166,6.4,2452,
"Eye for an Eye",movie,"Crime, Drama, Thriller",1996,tt0116260,6.2,21165,
"Why Did I Get Married?",movie,"Comedy, Drama, Romance",2007,tt0906108,5.9,14388,
Patrick,movie,"Drama, Horror, Sci-Fi",1978,tt0078067,6.2,4264,
"The Black Stallion",movie,"Adventure, Family, Sport",1979,tt0078872,7.4,14709,
"The Battle of Algiers",movie,"Drama, War",1966,tt0058946,8.1,70958,
"The Soloist",movie,"Biography, Drama, Music",2009,tt0821642,6.7,56095,
Obsessed,movie,"Drama, Romance, Thriller",2009,tt1198138,5,35237,
Fighting,movie,"Action, Crime, Drama",2009,tt1082601,5.6,34705,
"The Parallax View",movie,"Drama, Mystery, Thriller",1974,tt0071970,7.1,23097,
"Last Holiday",movie,"Comedy, Drama, Romance",2006,tt0408985,6.6,40241,
"BMX Bandits",movie,"Action, Crime, Drama",1983,tt0085204,5.5,6381,
"Hellraiser: Deader",movie,"Horror, Mystery, Thriller",2005,tt0337636,4.4,12477,
"Breakin' 2: Electric Boogaloo",movie,"Comedy, Drama, Musical",1984,tt0086999,5.2,5034,
"Death Warrant",movie,"Action, Crime, Mystery",1990,tt0099385,5.7,21978,
"Urban Cowboy",movie,"Drama, Romance, Western",1980,tt0081696,6.5,17682,
"True Grit",movie,"Adventure, Drama, Western",1969,tt0065126,7.4,53320,
"Mrs. Brown",movie,"Biography, Drama, History",1997,tt0119280,7.2,16091,
"Pursuit of the Graf Spee",movie,"Action, Adventure, Drama",1956,tt0048990,6.6,5087,
"Silent Night",movie,"Biography, Drama, War",2002,tt0338434,7.5,2022,
"The Horse Soldiers",movie,"Adventure, Drama, Romance",1959,tt0052902,7.1,12278,
"Beat Street",movie,"Drama, Music",1984,tt0086946,6.5,4570,
"Jaws 3-D",movie,"Adventure, Horror, Thriller",1983,tt0085750,3.7,50330,
"Hey Arnold! The Movie",movie,"Adventure, Animation, Comedy",2002,tt0314166,6,8062,
Dunkirk,movie,"Action, Drama, History",1958,tt0051565,7.1,3716,
"A Funny Thing Happened on the Way to the Forum",movie,"Comedy, Musical",1966,tt0060438,6.8,10233,
Threads,movie,"Drama, Sci-Fi, Thriller",1984,tt0090163,7.9,24696,
Mutants,movie,"Drama, Horror, Sci-Fi",2009,tt1146320,5.5,4334,
Oliver!,movie,"Drama, Family, Musical",1968,tt0063385,7.4,43059,
"Swamp Thing",movie,"Horror, Sci-Fi",1982,tt0084745,5.3,17635,
Undiscovered,movie,"Comedy, Music, Romance",2005,tt0434424,4.2,2967,
"In the Mix",movie,"Comedy, Crime, Drama",2005,tt0426615,3,8696,
"After Life",movie,"Drama, Fantasy",1998,tt0165078,7.6,14741,
Witchboard,movie,"Horror, Mystery, Thriller",1986,tt0090327,5.7,8824,
"Shark Attack 3: Megalodon",movie,"Action, Adventure, Horror",2002,tt0313597,2.9,5861,
"Miss Austen Regrets",movie,"Biography, Drama, History",2007,tt1076240,7,3744,
"Northanger Abbey",movie,"Drama, Romance",2007,tt0844794,7.2,16773,
"Anvil: The Story of Anvil",movie,"Biography, Documentary, Drama",2008,tt1157605,7.9,17114,
"The Grifters",movie,"Crime, Drama, Thriller",1990,tt0099703,6.9,32032,
"Baby on Board",movie,"Comedy, Romance",2009,tt1186788,4.2,3583,
"Tokyo Story",movie,Drama,1953,tt0046438,8.1,73796,
"Land of the Lost",movie,"Action, Adventure, Comedy",2009,tt0457400,5.3,77561,
"Like Water for Chocolate",movie,"Drama, Romance",1992,tt0103994,7.1,19737,
"Vampire Killers",movie,"Action, Comedy, Fantasy",2009,tt1020885,5.1,21294,
"The Twilight Saga: New Moon",movie,"Adventure, Drama, Fantasy",2009,tt1259571,4.8,310352,
Reds,movie,"Biography, Drama, History",1981,tt0082979,7.3,25658,
"Jet Lag",movie,"Comedy, Romance",2002,tt0293116,6.1,6190,
"Getting Played",movie,"Comedy, Romance",2005,tt0396032,4.6,1793,
"Days of Being Wild",movie,"Crime, Drama, Romance",1990,tt0101258,7.4,27069,
"The Young Victoria",movie,"Biography, Drama, History",2009,tt0962736,7.2,68154,
"The Cremator",movie,"Comedy, Crime, Drama",1969,tt0063633,8,11876,
"Easy Money",movie,Comedy,1983,tt0085470,6.2,10777,
"The Russell Girl",movie,Drama,2008,tt1097649,6.6,1965,
"Night of the Comet",movie,"Comedy, Horror, Sci-Fi",1984,tt0087799,6.3,25645,
"Driven to Kill",movie,"Action, Crime, Thriller",2009,tt1227177,4.9,6318,
"The Cookout",movie,Comedy,2004,tt0380277,3.8,3513,
Horsemen,movie,"Crime, Mystery, Thriller",2009,tt0892767,5.5,24829,
"The Stuff",movie,"Comedy, Horror, Sci-Fi",1985,tt0090094,5.9,19811,
"The Cry of the Owl",movie,"Drama, Mystery, Thriller",2009,tt1034302,5.9,5356,
Bronson,movie,"Action, Crime, Drama",2008,tt1172570,7,144834,
Fled,movie,"Action, Adventure, Comedy",1996,tt0116320,5.4,10153,
Acolytes,movie,"Crime, Drama, Horror",2008,tt0902952,5.5,2573,
"Her Best Move",movie,"Comedy, Family, Romance",2007,tt0469429,5.4,2414,
"One Two Three",movie,"Comedy, Crime",2008,tt1176960,5.5,3275,
"Go Fish",movie,"Comedy, Drama, Romance",1994,tt0109913,5.7,2455,
"One Week",movie,"Adventure, Drama",2008,tt1104806,7,12167,
"G.I. Blues",movie,"Comedy, Musical",1960,tt0053848,6.2,4668,
"Eye of the Beholder",movie,"Drama, Mystery, Thriller",1999,tt0120662,5,16382,
"Shirley Valentine",movie,"Comedy, Drama, Romance",1989,tt0098319,7.2,9310,
"Frankie and Johnny",movie,"Comedy, Musical, Romance",1966,tt0060429,5.5,2506,
"Sherlock Holmes and the Secret Weapon",movie,"Adventure, Crime, Drama",1942,tt0035317,6.5,6987,
"Blue Juice",movie,"Comedy, Drama, Romance",1995,tt0112537,5.1,3061,
"Slow Burn",movie,"Drama, Mystery, Thriller",2005,tt0376196,5.7,4346,
"The Haunting in Connecticut",movie,"Drama, Horror, Mystery",2009,tt0492044,5.8,66736,
"The Hangover",movie,Comedy,2009,tt1119646,7.7,886306,
"Ahista Ahista",movie,"Drama, Romance",2006,tt0831840,6.9,1739,
Haunted,movie,"Drama, Horror",1995,tt0113269,6.2,7648,
Minotaur,movie,"Action, Adventure, Fantasy",2006,tt0415160,3.7,5429,
Maborosi,movie,Drama,1995,tt0113725,7.5,7875,
"In Cold Blood",movie,"Biography, Crime, Drama",1967,tt0061809,7.9,30687,
"Rosencrantz & Guildenstern Are Dead",movie,"Comedy, Drama",1990,tt0100519,7.3,24593,
"The Boy and the Pirates",movie,"Action, Adventure, Crime",1960,tt0053672,5.3,472,
Camelot,movie,"Adventure, Comedy, Drama",1967,tt0061439,6.6,7787,
"The Christmas Stallion",movie,Drama,1992,tt0103960,5.7,128,
"All Dogs Go to Heaven 2",movie,"Adventure, Animation, Family",1996,tt0115509,5.5,6961,
"The Yearling",movie,"Drama, Family, Western",1946,tt0039111,7.1,6736,
"The Shaft",movie,"Action, Horror, Mystery",2001,tt0247303,4.7,5670,
"Once Bitten",movie,"Comedy, Horror",1985,tt0089730,5.6,18194,
"The Duellists",movie,"Drama, War",1977,tt0075968,7.4,28277,
"Blithe Spirit",movie,"Comedy, Fantasy",1945,tt0038363,7,8707,
"Johnson Family Vacation",movie,Comedy,2004,tt0359517,4.6,8684,
"Above the Rim",movie,"Crime, Drama, Sport",1994,tt0109035,6.6,17657,
"La Chèvre",movie,"Adventure, Comedy, Crime",1981,tt0082183,7.3,11276,
Zift,movie,"Crime, Drama, Mystery",2008,tt1264914,7.2,5619,
"Graveyard Shift",movie,Horror,1990,tt0099697,5,13378,
"House of 9",movie,"Drama, Horror, Mystery",2005,tt0395585,5.3,11086,
"The Derby Stallion",movie,Drama,2005,tt0451038,5.4,1252,
"The Beyond",movie,Horror,1981,tt0082307,6.6,26599,
"After Innocence",movie,Documentary,2005,tt0436039,7.6,904,
"In Hell",movie,"Action, Drama, Thriller",2003,tt0339135,6.1,22207,
"Thunder Road",movie,"Crime, Drama, Film-Noir",1958,tt0052293,6.5,4888,
"Dark Angel",movie,"Action, Crime, Horror",1990,tt0099817,6.1,15355,
"The Mechanic",movie,"Action, Crime, Thriller",1972,tt0068931,6.8,17155,
Dhol,movie,"Comedy, Crime, Mystery",2007,tt0995035,6.6,8472,
"Nights of Cabiria",movie,Drama,1957,tt0050783,8.1,54901,
"The Yards",movie,"Crime, Drama, Romance",2000,tt0138946,6.4,23919,
Hendrix,movie,"Biography, Drama, Music",2000,tt0260949,5.6,1113,
"The Red Shoes",movie,"Drama, Music, Romance",1948,tt0040725,8.1,41483,
"The Prophecy: Uprising",movie,"Action, Fantasy, Horror",2005,tt0365658,5.1,2729,
"The Legend of Drona",movie,"Action, Adventure, Fantasy",2008,tt1060249,2,2781,
"The World of Henry Orient",movie,"Comedy, Drama",1964,tt0058756,6.6,4000,
"Love Aaj Kal",movie,"Comedy, Drama, Romance",2009,tt1275863,6.8,17675,
"Golmaal: Fun Unlimited",movie,"Action, Comedy, Drama",2006,tt0495034,7.5,20356,
"Ugly Aur Pagli",movie,"Comedy, Drama",2008,tt1132606,3.8,797,
"The Revenge",movie,Comedy,2002,tt0314942,5.7,1794,
"Imagine That",movie,"Comedy, Drama, Family",2009,tt0780567,5.6,16189,
"Streets of Blood",movie,"Action, Crime, Drama",2009,tt1203523,4.4,4159,
"In the Loop",movie,Comedy,2009,tt1226774,7.4,62965,
Pandorum,movie,"Action, Horror, Mystery",2009,tt1188729,6.7,163865,
"Couples Retreat",movie,Comedy,2009,tt1078940,5.5,118389,
"The Stepfather",movie,"Mystery, Thriller",2009,tt0814335,5.6,41155,
Spread,movie,"Comedy, Drama, Romance",2009,tt1186370,5.8,42689,
"The Little Girl Who Lives Down the Lane",movie,"Drama, Horror, Mystery",1976,tt0074806,7,18975,
"Wrong Move",movie,Drama,1975,tt0071483,6.9,4179,
"The End of the Affair",movie,"Drama, Mystery, Romance",1999,tt0172396,7,24761,
"The Prince & Me 3: A Royal Honeymoon",movie,"Comedy, Family, Romance",2008,tt1094198,4.2,2233,
"Guru En Aalu",movie,Drama,2009,tt2777850,4.4,73,
"Dad's Army",movie,"Comedy, War",1971,tt0066963,6.9,3796,
"The Betrayed",movie,"Crime, Drama, Mystery",2008,tt1074191,5.8,2699,
"Purple Violets",movie,"Comedy, Drama, Romance",2007,tt0491109,6.4,3550,
Opera,movie,"Crime, Horror, Mystery",1987,tt0093677,6.9,20796,
"The Shakiest Gun in the West",movie,"Comedy, Western",1968,tt0063591,6.3,3187,
Welcome,movie,"Comedy, Crime, Drama",2007,tt0488798,7.1,27480,
"C Kkompany",movie,"Comedy, Drama, Thriller",2008,tt1170399,5.5,1409,
"Martin Lawrence Live: Runteldat",movie,"Comedy, Documentary",2002,tt0327036,5.4,1813,
"The Bird with the Crystal Plumage",movie,"Drama, Horror, Mystery",1970,tt0065143,7.1,25768,
"Phir Hera Pheri",movie,"Comedy, Crime",2006,tt0419058,7.3,30122,
"Paint Your Wagon",movie,"Comedy, Musical, Western",1969,tt0064782,6.6,15520,
"Terror by Night",movie,"Crime, Drama, Film-Noir",1946,tt0039017,6.7,7315,
"Scooby-Doo and the Alien Invaders",movie,"Adventure, Animation, Comedy",2000,tt0253658,6.8,8453,
Dhamaal,movie,"Action, Adventure, Comedy",2007,tt0845448,7.5,19869,
"Dressed to Kill",movie,"Crime, Drama, Mystery",1946,tt0038494,6.8,7254,
Nightbreed,movie,"Action, Fantasy, Horror",1990,tt0100260,6.5,27720,
"Mujhse Shaadi Karogi",movie,"Comedy, Romance",2004,tt0418362,6.7,17900,
"Late Spring",movie,"Comedy, Drama",1949,tt0041154,8.2,20476,
"Early Spring",movie,Drama,1956,tt0049784,7.7,3984,
Caravaggio,movie,"Biography, Drama, History",1986,tt0090798,6.5,7377,
Heroes,movie,"Action, Adventure, Comedy",2008,tt1114725,5.7,2418,
"Love's Long Journey",movie,"Drama, Family, Western",2005,tt0486420,7.1,2489,
Doghouse,movie,"Comedy, Horror, Sci-Fi",2009,tt1023500,6,23208,
Swimfan,movie,"Drama, Thriller",2002,tt0283026,5.1,21779,
"Love's Enduring Promise",movie,"Drama, Family, Western",2004,tt0402348,7,3801,
Clockers,movie,"Crime, Drama, Mystery",1995,tt0112688,6.9,24151,
"Robin Hood",movie,"Action, Adventure, Drama",2010,tt0955308,6.6,290504,
"The Dogs of War",movie,"Action, Adventure, Drama",1980,tt0080641,6.3,10364,
"Rugrats Go Wild",movie,"Adventure, Animation, Comedy",2003,tt0337711,5.6,9310,
"A Day in the Life",movie,"Action, Crime, Drama",2009,tt0810821,5.1,714,
"Tales from the Darkside: The Movie",movie,"Comedy, Fantasy, Horror",1990,tt0100740,6.2,20184,
"Necessary Roughness",movie,"Comedy, Sport",1991,tt0102517,6.2,13538,
"The Road",movie,"Drama, Thriller",2009,tt0898367,7.2,263097,
"Le Doulos",movie,"Crime, Thriller",1962,tt0054821,7.7,12696,
"Sky Kids",movie,"Action, Adventure, Drama",2008,tt0357668,6.8,3566,
Novocaine,movie,"Comedy, Crime, Drama",2001,tt0234354,5.8,12155,
"The Handmaid's Tale",movie,"Drama, Romance, Sci-Fi",1990,tt0099731,6,11659,
"I Hate Valentine's Day",movie,"Comedy, Romance",2009,tt0762105,4.7,8919,
"Funny People",movie,"Comedy, Drama",2009,tt1201167,6.3,125472,
"Children Shouldn't Play with Dead Things",movie,"Comedy, Horror",1972,tt0068370,5.2,5279,
"Tera Mera Ki Rishta",movie,"Drama, Romance",2009,tt1587426,6.6,171,
"Dim Sum Funeral",movie,"Comedy, Drama",2008,tt1216477,5.3,768,
"Smoke Signals",movie,"Comedy, Drama",1998,tt0120321,7.2,12965,
Sunday,movie,"Action, Comedy, Mystery",2008,tt1039989,5.5,3196,
Sarkar,movie,"Crime, Drama",2005,tt0432047,7.6,17866,
"Who Made the Potatoe Salad?",movie,"Comedy, Romance",2006,tt0452706,4.6,559,
"One False Move",movie,"Crime, Drama, Thriller",1991,tt0102592,7.1,15437,
L'Eclisse,movie,"Drama, Romance",1962,tt0056736,7.7,23367,
Final,movie,"Drama, Sci-Fi, Thriller",2001,tt0277705,5.8,1397,
Fluke,movie,"Drama, Family, Fantasy",1995,tt0113089,6.6,7808,
"Intimate Strangers",movie,"Drama, Romance, Thriller",2004,tt0363532,6.9,5361,
"Valdez Is Coming",movie,"Drama, Western",1971,tt0067921,6.7,4862,
"Nil by Mouth",movie,Drama,1997,tt0119792,7.3,10602,
Reptilicus,movie,"Action, Adventure, Drama",1961,tt0056405,3.6,4604,
"The Honeymooners",movie,"Comedy, Family, Romance",2005,tt0373908,3.5,7656,
"River's Edge",movie,"Crime, Drama",1986,tt0091860,6.9,22033,
More,movie,"Crime, Drama, Romance",1969,tt0064694,6.4,3352,
"The Steel Lady",movie,"Action, Adventure, Drama",1953,tt0046368,6.5,376,
"Rabid Grannies",movie,"Comedy, Horror",1988,tt0098157,4.9,2353,
Naked,movie,"Comedy, Drama",1993,tt0107653,7.7,46470,
"The Bone Man",movie,"Comedy, Crime, Thriller",2009,tt1181927,7.4,5008,
"Bring It on: Fight to the Finish",movie,"Comedy, Sport",2009,tt1349482,5.1,9838,
Possession,movie,"Drama, Horror",1981,tt0082933,7.3,50090,
"I Live in Fear",movie,Drama,1955,tt0048198,7.3,5844,
"The Three Amigos",movie,"Comedy, Documentary",2003,tt0301934,7,692,
Class,movie,"Comedy, Drama, Romance",1983,tt0085346,6,13228,
Noroi,movie,"Horror, Mystery, Thriller",2005,tt0930083,6.8,17184,
"Barking Dogs Never Bite",movie,"Comedy, Drama",2000,tt0269743,6.9,11347,
"Hazaaron Khwaishein Aisi",movie,Drama,2003,tt0411469,7.9,5435,
Rangeela,movie,"Comedy, Drama, Musical",1995,tt0114234,7.4,10817,
"A Prophet",movie,"Crime, Drama",2009,tt1235166,7.8,104934,
"Cemetery Man",movie,"Comedy, Horror",1994,tt0109592,7,25024,
"Elvira's Haunted Hills",movie,"Comedy, Horror",2001,tt0265171,5.6,5196,
"The Princess Stallion",movie,"Adventure, Drama, Family",1997,tt0130964,6.1,209,
Beneath,movie,"Horror, Mystery, Thriller",2006,tt0467167,5.3,4508,
"Prayers for Bobby",movie,"Biography, Drama, Romance",2009,tt1073510,8,18605,
"Love Takes Wing",movie,"Family, Romance, Western",2009,tt1269560,6.7,1577,
"The Damned United",movie,"Biography, Drama, Sport",2009,tt1226271,7.5,47178,
Khakee,movie,"Action, Crime, Drama",2004,tt0347332,7.4,17074,
"Mind Game",movie,"Adventure, Animation, Comedy",2004,tt0452039,7.7,11343,
"The Minus Man",movie,"Crime, Drama, Mystery",1999,tt0151582,6,7527,
"Dance Flick",movie,"Action, Comedy, Music",2009,tt1153706,3.6,13054,
"Great North",movie,Documentary,2001,tt0285154,6.2,121,
"Gregory's Girl",movie,"Comedy, Drama, Romance",1980,tt0082477,7.1,9771,
"Good Boy",movie,"Comedy, Drama, Family",2003,tt0326900,5.1,4777,
"Cash Truck",movie,"Action, Crime, Drama",2004,tt0347330,6.5,4584,
"Exte: Hair Extensions",movie,"Comedy, Horror",2007,tt0904049,6.3,3533,
"LOL (Laughing Out Loud)",movie,"Comedy, Romance",2008,tt1194616,6.3,9935,
"Lady Jane",movie,"Biography, Drama, History",1986,tt0091374,7.1,7315,
Shabd,movie,"Drama, Thriller",2005,tt0409527,5,1573,
"Counter Investigation",movie,"Crime, Thriller",2007,tt0825239,6.7,3944,
"Late Autumn",movie,"Comedy, Drama",1960,tt0053579,7.9,6455,
Aankhen,movie,"Crime, Drama, Thriller",2002,tt0306434,7.4,14377,
"In the Time of the Butterflies",movie,"Crime, Drama, Romance",2001,tt0263467,6.6,2567,
Train,movie,"Horror, Thriller",2008,tt1015474,4.7,7177,
"Elmer Gantry",movie,Drama,1960,tt0053793,7.7,13713,
Coffy,movie,"Action, Crime, Thriller",1973,tt0069897,6.8,13956,
"Black Caesar",movie,"Action, Crime, Drama",1973,tt0069792,6.4,4133,
"Foxy Brown",movie,"Action, Crime, Thriller",1974,tt0071517,6.5,13267,
Hoodlum,movie,"Crime, Drama",1997,tt0119311,6.3,13237,
Blizzard,movie,"Comedy, Family",2003,tt0309372,5.8,1319,
"Truck Turner",movie,"Action, Crime, Thriller",1974,tt0072325,6.9,3847,
"Not Forgotten",movie,"Horror, Thriller",2009,tt1127221,4.7,2966,
"Chintu Ji",movie,"Comedy, Drama",2009,tt1135931,5.5,226,
"Blood and Bone",movie,"Action, Crime, Drama",2009,tt0346631,6.7,36991,
"Ms .45",movie,"Crime, Drama, Thriller",1981,tt0082776,6.8,13426,
"Street Trash",movie,"Comedy, Horror",1987,tt0094057,5.9,12278,
"The Shortcut",movie,"Horror, Mystery, Thriller",2009,tt1243955,5,4110,
"Gunfight at the O.K. Corral",movie,"Biography, Drama, Western",1957,tt0050468,7.1,18228,
"The Fighting Temptations",movie,"Comedy, Drama, Music",2003,tt0191133,5.6,7826,
"In Too Deep",movie,"Crime, Drama, Thriller",1999,tt0160401,6.2,7323,
Tenderness,movie,"Crime, Drama, Mystery",2009,tt0494864,5.4,8395,
"Vaada Raha... I Promise",movie,Drama,2009,tt1512321,5.6,482,
"Is Anybody There?",movie,Drama,2008,tt1130088,6.6,5079,
"Body Melt",movie,"Comedy, Horror, Sci-Fi",1993,tt0106450,5.3,4146,
"The Nude Vampire",movie,Horror,1970,tt0065168,5.4,1930,
"Love's Abiding Joy",movie,"Drama, Family, Western",2006,tt0785025,6.8,2136,
"Last Flight Out",movie,"Adventure, Drama",2004,tt0337660,5.7,357,
"Randy Rides Alone",movie,"Action, Drama, Mystery",1934,tt0025699,5.3,1264,
"Texas Terror",movie,"Drama, Western",1935,tt0027087,5.1,1105,
"The Lucky Texan",movie,"Action, Adventure, Drama",1934,tt0025440,5.5,1449,
"A Bucket of Blood",movie,"Comedy, Crime, Horror",1959,tt0052655,6.7,8514,
"How to Succeed in Business Without Really Trying",movie,"Comedy, Musical",1967,tt0061791,7.2,5374,
"The Trip",movie,Drama,1967,tt0062395,6.1,5632,
"Love Is Eternal While It Lasts",movie,"Comedy, Romance",2004,tt0402764,6.2,1303,
"Law Abiding Citizen",movie,"Action, Crime, Drama",2009,tt1197624,7.4,333742,
Motherhood,movie,"Comedy, Drama",2009,tt1220220,4.6,4828,
"It's Complicated",movie,"Comedy, Drama, Romance",2009,tt1230414,6.5,100844,
"Up in the Air",movie,"Comedy, Drama, Romance",2009,tt1193138,7.4,355205,
"Green Zone",movie,"Action, Drama, Thriller",2010,tt0947810,6.8,145170,
"Season of the Witch",movie,"Action, Adventure, Fantasy",2011,tt0479997,5.4,100544,
"My Life in Ruins",movie,"Comedy, Romance",2009,tt0865559,5.9,21201,
"The Pride and the Passion",movie,"Action, Adventure, Drama",1957,tt0050858,5.7,3394,
Maniac,movie,"Horror, Sci-Fi",1934,tt0025465,3.7,2805,
"Werckmeister Harmonies",movie,"Drama, Mystery",2000,tt0249241,8,16924,
"The Town",movie,"Crime, Drama, Thriller",2010,tt0840361,7.5,430833,
"The Hallelujah Trail",movie,"Comedy, Western",1965,tt0059250,6.5,4692,
"Six Degrees of Separation",movie,"Comedy, Drama, Mystery",1993,tt0108149,6.8,23613,
"Paradise Canyon",movie,"Action, Drama, Western",1935,tt0026846,5.1,1081,
Bandslam,movie,"Comedy, Drama, Family",2009,tt0976222,6.3,15437,
"Riders of Destiny",movie,"Music, Romance, Western",1933,tt0024500,5.4,1266,
"The Thaw",movie,"Horror, Sci-Fi",2009,tt1235448,5.2,13481,
"House of Usher",movie,"Drama, Horror",1960,tt0053925,6.9,16459,
Kick-Ass,movie,"Action, Comedy, Crime",2010,tt1250777,7.6,608884,
"Rough Riders' Round-up",movie,Western,1939,tt0031880,5.4,306,
Vigilante,movie,"Action, Crime, Thriller",1982,tt0084867,6.5,4943,
"Sagebrush Trail",movie,"Drama, Western",1933,tt0024516,5.3,1478,
"The Scarlet Pimpernel",movie,"Action, Drama, Romance",1982,tt0084637,7.6,5388,
"The Initiation of Sarah",movie,"Horror, Thriller",1978,tt0077735,5.7,1281,
"Lies & Illusions",movie,"Action, Thriller",2009,tt1202222,3.5,3118,
Anthappuram,movie,,1980,tt0315778,5.6,7,
Billa,movie,"Action, Thriller",2007,tt0920457,7.3,8498,
Anjaneyulu,movie,"Action, Crime, Thriller",2009,tt1579526,4.9,492,
"Paranormal Activity",movie,"Horror, Mystery",2007,tt1179904,6.3,264732,
"Across 110th Street",movie,"Action, Crime, Drama",1972,tt0068168,7,7675,
"Halla Bol",movie,"Crime, Drama",2008,tt0892874,6,2459,
Tape,movie,Drama,2001,tt0275719,7.2,21740,
Pontypool,movie,"Horror, Sci-Fi",2008,tt1226681,6.5,37014,
"It's Christmastime Again, Charlie Brown",movie,"Animation, Comedy, Family",1992,tt0104534,6.8,3299,
"Abigail's Party",movie,"Comedy, Drama, Horror",1977,tt0075622,7.9,2448,
"The Sheltering Sky",movie,"Adventure, Drama",1990,tt0100594,6.7,14311,
Slipstream,movie,"Action, Sci-Fi, Thriller",2005,tt0381601,4.5,3588,
"The Tournament",movie,"Action, Thriller",2009,tt0471041,6,36737,
"The Little Vampire",movie,"Adventure, Comedy, Family",2000,tt0192255,5.8,12049,
Cake,movie,"Comedy, Romance",2005,tt0413879,4.9,4149,
"As Tears Go By",movie,"Crime, Drama, Romance",1988,tt0096461,7,13373,
"California Dreamin'",movie,"Comedy, Drama, War",2007,tt0449573,7.7,8093,
"Mary and Max",movie,"Animation, Comedy, Drama",2009,tt0978762,8.1,195823,
"I Want a Dog for Christmas, Charlie Brown",movie,"Animation, Comedy, Family",2003,tt0387301,7,1823,
"Dead & Buried",movie,"Horror, Mystery",1981,tt0082242,6.5,15818,
Villu,movie,"Action, Comedy, Drama",2009,tt1451763,3.6,4801,
Asylum,movie,"Drama, Romance, Thriller",2005,tt0348505,6.1,5605,
"Fish Tank",movie,Drama,2009,tt1232776,7.3,66645,
"South of Heaven, West of Hell",movie,"Drama, Western",2000,tt0179473,4.2,1751,
